År;Antal dgr;Tabellnr;Inkomst fr.o.m.;Inkomst t.o.m.;Kolumn 1;Kolumn 2;Kolumn 3;Kolumn 4;Kolumn 5;Kolumn 6;Kolumn 7
2024;30B;30;47601;47800;10708;10581;7576;10761;13896;13896;
2024;30B;30;47801;48000;10768;10641;7636;10814;13956;13956;
2024;30B;30;48001;48200;10828;10701;7696;10866;14016;14016;
2024;30B;30;48201;48400;10888;10761;7756;10919;14076;14076;
2024;30B;30;48401;48600;10948;10821;7816;10972;14136;14136;
2024;30B;30;48601;48800;11008;10881;7876;11024;14196;14196;
2024;30B;30;48801;49000;11068;10941;7936;11077;14256;14256;
2024;30B;30;49001;49200;11128;11001;7996;11130;14316;14316;
2024;30B;30;49201;49400;11188;11061;8056;11182;14376;14376;
2024;30B;30;49401;49600;11248;11121;8116;11235;14436;14436;
2024;30B;30;49601;49800;11308;11181;8176;11287;14496;14496;
2024;30B;30;49801;50000;11368;11241;8236;11340;14556;14556;
2024;30B;30;50001;50200;11428;11301;8301;11393;14616;14616;
2024;30B;30;50201;50400;11488;11361;8367;11445;14676;14676;
2024;30B;30;50401;50600;11548;11421;8433;11498;14736;14736;
2024;30B;30;50601;50800;11608;11481;8499;11550;14796;14796;
2024;30B;30;50801;51000;11668;11541;8565;11603;14856;14856;
2024;30B;30;51001;51200;11728;11601;8631;11656;14916;14916;
2024;30B;30;51201;51400;11813;11684;8719;11733;15001;15001;
2024;30B;30;51401;51600;11913;11781;8823;11826;15101;15101;
2024;30B;30;51601;51800;12013;11879;8926;11919;15201;15201;
2024;30B;30;51801;52000;12113;11974;9027;12011;15301;15301;
2024;30B;30;52001;52200;12213;12071;9131;12104;15401;15401;
2024;30B;30;52201;52400;12313;12169;9234;12196;15501;15501;
2024;30B;30;52401;52600;12413;12266;9338;12289;15601;15601;
2024;30B;30;52601;52800;12513;12364;9441;12382;15701;15701;
2024;30B;30;52801;53000;12613;12461;9545;12474;15801;15801;
2024;30B;30;53001;53200;12713;12559;9648;12567;15901;15901;
2024;30B;30;53201;53400;12813;12656;9752;12659;16001;16001;
2024;30B;30;53401;53600;12913;12751;9853;12752;16101;16101;
2024;30B;30;53601;53800;13013;12849;9956;12845;16201;16201;
2024;30B;30;53801;54000;13113;12946;10060;12937;16301;16301;
2024;30B;30;54001;54200;13213;13044;10163;13030;16401;16401;
2024;30B;30;54201;54400;13313;13141;10267;13123;16501;16501;
2024;30B;30;54401;54600;13413;13239;10370;13215;16601;16601;
2024;30B;30;54601;54800;13513;13336;10474;13308;16701;16701;
2024;30B;30;54801;55000;13613;13434;10577;13400;16801;16801;
2024;30B;30;55001;55200;13713;13531;10681;13493;16901;16901;
2024;30B;30;55201;55400;13813;13626;10782;13586;17001;17001;
2024;30B;30;55401;55600;13913;13724;10885;13678;17101;17101;
2024;30B;30;55601;55800;14013;13821;10989;13771;17201;17201;
2024;30B;30;55801;56000;14113;13919;11092;13863;17301;17301;
2024;30B;30;56001;56200;14213;14016;11196;13956;17401;17401;
2024;30B;30;56201;56400;14313;14114;11299;14049;17501;17501;
2024;30B;30;56401;56600;14413;14211;11403;14141;17601;17601;
2024;30B;30;56601;56800;14513;14309;11506;14234;17701;17701;
2024;30B;30;56801;57000;14613;14404;11607;14327;17801;17801;
2024;30B;30;57001;57200;14713;14501;11711;14419;17901;17901;
2024;30B;30;57201;57400;14813;14599;11814;14512;18001;18001;
2024;30B;30;57401;57600;14913;14696;11918;14604;18101;18101;
2024;30B;30;57601;57800;15013;14794;12021;14697;18201;18201;
2024;30B;30;57801;58000;15113;14891;12125;14790;18301;18301;
2024;30B;30;58001;58200;15213;14984;12224;14882;18401;18401;
2024;30B;30;58201;58400;15313;15084;12330;14975;18501;18501;
2024;30B;30;58401;58600;15413;15184;12436;15068;18601;18601;
2024;30B;30;58601;58800;15513;15284;12542;15160;18701;18701;
2024;30B;30;58801;59000;15613;15384;12648;15253;18801;18801;
2024;30B;30;59001;59200;15713;15484;12754;15345;18901;18901;
2024;30B;30;59201;59400;15813;15584;12860;15438;19001;19001;
2024;30B;30;59401;59600;15913;15684;12966;15531;19101;19101;
2024;30B;30;59601;59800;16013;15784;13072;15623;19201;19201;
2024;30B;30;59801;60000;16113;15884;13178;15716;19301;19301;
2024;30B;30;60001;60200;16213;15984;13284;15808;19401;19401;
2024;30B;30;60201;60400;16313;16084;13390;15901;19501;19501;
2024;30B;30;60401;60600;16413;16184;13496;15994;19601;19601;
2024;30B;30;60601;60800;16513;16284;13602;16086;19701;19701;
2024;30B;30;60801;61000;16613;16384;13708;16179;19801;19801;
2024;30B;30;61001;61200;16713;16484;13814;16272;19901;19901;
2024;30B;30;61201;61400;16813;16584;13920;16364;20001;20001;
2024;30B;30;61401;61600;16913;16684;14026;16457;20101;20101;
2024;30B;30;61601;61800;17013;16784;14132;16549;20201;20201;
2024;30B;30;61801;62000;17113;16884;14238;16642;20301;20301;
2024;30B;30;62001;62200;17213;16984;14344;16735;20401;20401;
2024;30B;30;62201;62400;17313;17084;14450;16827;20501;20501;
2024;30B;30;62401;62600;17413;17184;14556;16920;20601;20601;
2024;30B;30;62601;62800;17513;17284;14662;17012;20701;20701;
2024;30B;30;62801;63000;17613;17384;14768;17105;20801;20801;
2024;30B;30;63001;63200;17713;17484;14874;17198;20901;20901;
2024;30B;30;63201;63400;17813;17584;14980;17290;21001;21001;
2024;30B;30;63401;63600;17913;17684;15086;17383;21101;21101;
2024;30B;30;63601;63800;18013;17784;15192;17476;21201;21201;
2024;30B;30;63801;64000;18113;17884;15298;17568;21301;21301;
2024;30B;30;64001;64200;18213;17984;15404;17661;21401;21401;
2024;30B;30;64201;64400;18313;18084;15510;17753;21501;21501;
2024;30B;30;64401;64600;18413;18184;15616;17846;21601;21601;
2024;30B;30;64601;64800;18518;18293;15731;17939;21701;21701;
2024;30B;30;64801;65000;18624;18397;15841;18031;21801;21801;
2024;30B;30;65001;65200;18730;18505;15955;18124;21901;21901;
2024;30B;30;65201;65400;18836;18609;16065;18216;22001;22001;
2024;30B;30;65401;65600;18942;18714;16175;18309;22101;22101;
2024;30B;30;65601;65800;19048;18822;16290;18402;22201;22201;
2024;30B;30;65801;66000;19154;18926;16400;18494;22301;22301;
2024;30B;30;66001;66200;19260;19034;16514;18587;22401;22401;
2024;30B;30;66201;66400;19366;19139;16624;18680;22501;22501;
2024;30B;30;66401;66600;19472;19243;16735;18772;22601;22601;
2024;30B;30;66601;66800;19578;19351;16849;18865;22701;22701;
2024;30B;30;66801;67000;19684;19455;16959;18957;22801;22801;
2024;30B;30;67001;67200;19790;19559;17069;19050;22901;22901;
2024;30B;30;67201;67400;19896;19668;17184;19143;23001;23001;
2024;30B;30;67401;67600;20002;19772;17294;19235;23101;23101;
2024;30B;30;67601;67800;20108;19880;17408;19328;23201;23201;
2024;30B;30;67801;68000;20214;19984;17518;19421;23301;23301;
2024;30B;30;68001;68200;20320;20089;17628;19513;23401;23401;
2024;30B;30;68201;68400;20426;20197;17743;19606;23501;23501;
2024;30B;30;68401;68600;20532;20301;17853;19698;23601;23601;
2024;30B;30;68601;68800;20638;20405;17963;19791;23701;23701;
2024;30B;30;68801;69000;20744;20514;18077;19884;23801;23801;
2024;30B;30;69001;69200;20850;20618;18188;19976;23901;23901;
2024;30B;30;69201;69400;20956;20726;18302;20069;24001;24001;
2024;30B;30;69401;69600;21062;20830;18412;20161;24101;24101;
2024;30B;30;69601;69800;21168;20934;18522;20254;24201;24201;
2024;30B;30;69801;70000;21274;21043;18637;20347;24301;24301;
2024;30B;30;70001;70200;21380;21147;18747;20439;24401;24401;
2024;30B;30;70201;70400;21486;21251;18857;20532;24501;24501;
2024;30B;30;70401;70600;21592;21359;18971;20625;24601;24601;
2024;30B;30;70601;70800;21698;21464;19081;20717;24701;24701;
2024;30B;30;70801;71000;21804;21572;19196;20810;24801;24801;
2024;30B;30;71001;71200;21910;21676;19306;20902;24901;24901;
2024;30B;30;71201;71400;22016;21780;19416;20995;25001;25001;
2024;30B;30;71401;71600;22122;21889;19530;21088;25101;25101;
2024;30B;30;71601;71800;22228;21993;19641;21180;25201;25201;
2024;30B;30;71801;72000;22334;22101;19755;21273;25301;25301;
2024;30B;30;72001;72200;22440;22205;19865;21365;25401;25401;
2024;30B;30;72201;72400;22546;22309;19975;21458;25501;25501;
2024;30B;30;72401;72600;22652;22418;20090;21551;25601;25601;
2024;30B;30;72601;72800;22758;22522;20200;21643;25701;25701;
2024;30B;30;72801;73000;22864;22626;20310;21736;25801;25801;
2024;30B;30;73001;73200;22970;22734;20424;21829;25901;25901;
2024;30B;30;73201;73400;23076;22839;20534;21921;26001;26001;
2024;30B;30;73401;73600;23182;22947;20649;22014;26101;26101;
2024;30B;30;73601;73800;23288;23051;20759;22106;26201;26201;
2024;30B;30;73801;74000;23394;23155;20869;22199;26301;26301;
2024;30B;30;74001;74200;23500;23264;20983;22292;26401;26401;
2024;30B;30;74201;74400;23606;23368;21094;22384;26501;26501;
2024;30B;30;74401;74600;23712;23472;21204;22477;26601;26601;
2024;30B;30;74601;74800;23818;23580;21318;22569;26701;26701;
2024;30B;30;74801;75000;23924;23684;21428;22662;26801;26801;
2024;30B;30;75001;75200;24030;23793;21543;22755;26901;26901;
2024;30B;30;75201;75400;24136;23897;21653;22847;27001;27001;
2024;30B;30;75401;75600;24242;24001;21763;22940;27101;27101;
2024;30B;30;75601;75800;24348;24109;21877;23033;27201;27201;
2024;30B;30;75801;76000;24454;24214;21987;23125;27301;27301;
2024;30B;30;76001;76200;24560;24318;22098;23218;27401;27401;
2024;30B;30;76201;76400;24666;24426;22212;23311;27501;27501;
2024;30B;30;76401;76600;24772;24530;22322;23403;27601;27601;
2024;30B;30;76601;76800;24878;24639;22436;23496;27701;27701;
2024;30B;30;76801;77000;24984;24743;22547;23588;27801;27801;
2024;30B;30;77001;77200;25090;24847;22657;23681;27901;27901;
2024;30B;30;77201;77400;25196;24955;22771;23774;28001;28001;
2024;30B;30;77401;77600;25302;25059;22881;23866;28101;28101;
2024;30B;30;77601;77800;25408;25164;22991;23959;28201;28201;
2024;30B;30;77801;78000;25514;25272;23106;24051;28301;28301;
2024;30B;30;78001;78200;25620;25376;23216;24144;28401;28401;
2024;30B;30;78201;78400;25726;25484;23330;24237;28501;28501;
2024;30B;30;78401;78600;25832;25589;23440;24329;28601;28601;
2024;30B;30;78601;78800;25938;25693;23551;24422;28701;28701;
2024;30B;30;78801;79000;26044;25801;23665;24514;28801;28801;
2024;30B;30;79001;79200;26150;25905;23775;24607;28901;28901;
2024;30B;30;79201;79400;26256;26009;23885;24700;29001;29001;
2024;30B;30;79401;79600;26362;26118;24000;24792;29101;29101;
2024;30B;30;79601;79800;26468;26222;24110;24885;29201;29201;
2024;30B;30;79801;80000;26574;26330;24224;24978;29301;29301;
2024;30%;30;80001;80600;33;33;30;31;37;37;
2024;30%;30;80601;81000;33;33;31;31;37;37;
2024;30%;30;81001;81400;34;33;31;31;37;37;
2024;30%;30;81401;82400;34;33;31;32;37;37;
2024;30%;30;82401;84000;34;34;31;32;37;37;
2024;30%;30;84001;85400;34;34;32;32;37;37;
2024;30%;30;85401;86800;35;34;32;32;38;38;
2024;30%;30;86801;87400;35;35;32;32;38;38;
2024;30%;30;87401;87600;35;35;32;33;38;38;
2024;30%;30;87601;90400;35;35;33;33;38;38;
2024;30%;30;90401;91400;36;35;33;33;38;38;
2024;30%;30;91401;91800;36;35;34;33;38;38;
2024;30%;30;91801;93000;36;36;34;33;38;38;
2024;30%;30;93001;94200;36;36;34;33;39;39;
2024;30%;30;94201;95800;36;36;34;34;39;39;
2024;30%;30;95801;97400;37;36;35;34;39;39;
2024;30%;30;97401;100400;37;37;35;34;39;39;
2024;30%;30;100401;101800;37;37;36;34;39;39;
2024;30%;30;101801;102000;37;37;36;34;40;40;
2024;30%;30;102001;102200;38;37;36;34;40;40;
2024;30%;30;102201;103800;38;37;36;35;40;40;
2024;30%;30;103801;105600;38;38;36;35;40;40;
2024;30%;30;105601;109000;38;38;37;35;40;40;
2024;30%;30;109001;111000;39;38;37;35;40;40;
2024;30%;30;111001;111400;39;39;37;35;40;40;
2024;30%;30;111401;111600;39;39;38;35;40;40;
2024;30%;30;111601;112600;39;39;38;36;40;40;
2024;30%;30;112601;117200;39;39;38;36;41;41;
2024;30%;30;117201;117800;40;39;38;36;41;41;
2024;30%;30;117801;119400;40;39;39;36;41;41;
2024;30%;30;119401;123000;40;40;39;36;41;41;
2024;30%;30;123001;125000;40;40;39;37;41;41;
2024;30%;30;125001;125800;40;40;40;37;41;41;
2024;30%;30;125801;126600;40;40;40;37;42;42;
2024;30%;30;126601;129000;41;40;40;37;42;42;
2024;30%;30;129001;133200;41;41;40;37;42;42;
2024;30%;30;133201;137000;41;41;41;37;42;42;
2024;30%;30;137001;137600;41;41;41;38;42;42;
2024;30%;30;137601;140400;42;41;41;38;42;42;
2024;30%;30;140401;142400;42;42;41;38;42;42;
2024;30%;30;142401;142600;42;42;42;38;42;42;
2024;30%;30;142601;150600;42;42;42;38;43;43;
2024;30%;30;150601;153800;43;42;42;38;43;43;
2024;30%;30;153801;154400;43;43;43;38;43;43;
2024;30%;30;154401;164400;43;43;43;39;43;43;
2024;30%;30;164401;166400;43;43;43;39;44;44;
2024;30%;30;166401;170400;44;43;43;39;44;44;
2024;30%;30;170401;177200;44;44;44;39;44;44;
2024;30%;30;177201;194400;44;44;44;40;44;44;
2024;30%;30;194401;207600;45;45;45;40;45;45;
2024;30%;30;207601;237600;45;45;45;41;45;45;
2024;30%;30;237601;250800;46;46;46;41;46;46;
2024;30%;30;250801;305600;46;46;46;42;46;46;
2024;30%;30;305601;316800;47;47;47;42;47;47;
2024;30%;30;316801;427800;47;47;47;43;47;47;
2024;30%;30;427801;429600;48;48;48;43;48;48;
2024;30%;30;429601;667200;48;48;48;44;48;48;
2024;30%;30;667201;713200;48;48;48;45;48;48;
2024;30%;30;713201;1492600;49;49;49;45;49;49;
2024;30%;30;1492601;;49;49;49;46;49;49;
2024;30B;31;1;2000;0;0;0;0;0;0;
2024;30B;31;2001;2100;151;0;150;1;151;23;
2024;30B;31;2101;2200;153;0;150;3;153;55;
2024;30B;31;2201;2300;164;0;158;5;164;87;
2024;30B;31;2301;2400;174;0;166;8;174;119;
2024;30B;31;2401;2500;185;0;175;10;185;151;
2024;30B;31;2501;2600;195;0;183;12;195;183;
2024;30B;31;2601;2700;206;0;191;14;215;215;
2024;30B;31;2701;2800;216;0;200;16;247;247;
2024;30B;31;2801;2900;218;0;200;18;279;279;
2024;30B;31;2901;3000;229;0;208;21;311;311;
2024;30B;31;3001;3100;239;0;216;23;343;343;
2024;30B;31;3101;3200;250;0;225;25;375;375;
2024;30B;31;3201;3300;260;0;233;27;407;407;
2024;30B;31;3301;3400;271;0;241;29;439;439;
2024;30B;31;3401;3500;273;0;241;31;471;471;
2024;30B;31;3501;3600;284;0;250;34;503;503;
2024;30B;31;3601;3700;294;0;258;36;535;535;
2024;30B;31;3701;3800;305;0;266;38;567;567;
2024;30B;31;3801;3900;315;0;275;40;600;600;
2024;30B;31;3901;4000;325;0;283;42;631;631;
2024;30B;31;4001;4100;328;0;283;44;663;663;
2024;30B;31;4101;4200;338;0;291;46;695;695;
2024;30B;31;4201;4300;349;0;300;49;727;727;
2024;30B;31;4301;4400;359;0;308;62;759;759;
2024;30B;31;4401;4500;370;0;316;83;791;791;
2024;30B;31;4501;4600;380;0;325;105;823;823;
2024;30B;31;4601;4700;382;0;325;127;855;855;
2024;30B;31;4701;4800;392;0;333;149;882;882;
2024;30B;31;4801;4900;403;0;341;170;909;909;
2024;30B;31;4901;5000;413;0;350;192;935;935;
2024;30B;31;5001;5100;423;0;358;213;959;959;
2024;30B;31;5101;5200;433;0;366;234;986;986;
2024;30B;31;5201;5300;443;0;375;256;1010;1010;
2024;30B;31;5301;5400;445;21;376;277;1037;1037;
2024;30B;31;5401;5500;455;45;386;299;1063;1063;
2024;30B;31;5501;5600;465;69;396;319;1087;1087;
2024;30B;31;5601;5700;475;93;406;340;1113;1113;
2024;30B;31;5701;5800;485;117;416;361;1136;1136;
2024;30B;31;5801;5900;495;141;426;382;1163;1163;
2024;30B;31;5901;6000;497;165;427;403;1189;1189;
2024;30B;31;6001;6100;507;189;437;423;1212;1212;
2024;30B;31;6101;6200;517;213;447;444;1238;1238;
2024;30B;31;6201;6300;527;234;457;465;1262;1262;
2024;30B;31;6301;6400;537;258;467;486;1288;1288;
2024;30B;31;6401;6500;547;282;477;507;1314;1314;
2024;30B;31;6501;6600;549;306;479;527;1337;1337;
2024;30B;31;6601;6700;559;330;488;548;1363;1363;
2024;30B;31;6701;6800;569;354;498;569;1386;1386;
2024;30B;31;6801;6900;579;378;508;590;1413;1413;
2024;30B;31;6901;7000;589;402;518;611;1439;1439;
2024;30B;31;7001;7100;599;426;528;631;1462;1462;
2024;30B;31;7101;7200;612;450;530;652;1488;1488;
2024;30B;31;7201;7300;632;474;540;673;1511;1511;
2024;30B;31;7301;7400;651;498;550;694;1538;1538;
2024;30B;31;7401;7500;671;519;560;715;1564;1564;
2024;30B;31;7501;7600;690;543;570;736;1587;1587;
2024;30B;31;7601;7700;709;567;580;756;1613;1613;
2024;30B;31;7701;7800;729;591;589;777;1636;1636;
2024;30B;31;7801;7900;748;615;591;798;1663;1663;
2024;30B;31;7901;8000;768;639;601;819;1689;1689;
2024;30B;31;8001;8100;787;663;611;840;1712;1712;
2024;30B;31;8101;8200;807;687;621;860;1738;1738;
2024;30B;31;8201;8300;826;711;631;881;1761;1761;
2024;30B;31;8301;8400;845;735;641;902;1788;1788;
2024;30B;31;8401;8500;865;759;642;923;1814;1814;
2024;30B;31;8501;8600;884;783;652;944;1837;1837;
2024;30B;31;8601;8700;904;805;662;964;1863;1863;
2024;30B;31;8701;8800;923;829;672;985;1886;1886;
2024;30B;31;8801;8900;942;853;682;1006;1913;1913;
2024;30B;31;8901;9000;962;877;692;1027;1939;1939;
2024;30B;31;9001;9100;981;901;694;1048;1962;1962;
2024;30B;31;9101;9200;1001;925;704;1069;1988;1988;
2024;30B;31;9201;9300;1020;949;714;1089;2011;2011;
2024;30B;31;9301;9400;1039;965;723;1110;2038;2038;
2024;30B;31;9401;9500;1059;986;733;1131;2064;2064;
2024;30B;31;9501;9600;1078;1005;742;1152;2087;2087;
2024;30B;31;9601;9700;1098;1023;744;1173;2113;2113;
2024;30B;31;9701;9800;1117;1042;753;1193;2136;2136;
2024;30B;31;9801;9900;1136;1063;763;1214;2163;2163;
2024;30B;31;9901;10000;1156;1082;773;1235;2189;2189;
2024;30B;31;10001;10100;1175;1100;782;1256;2212;2212;
2024;30B;31;10101;10200;1195;1118;792;1277;2238;2238;
2024;30B;31;10201;10300;1214;1139;802;1297;2261;2261;
2024;30B;31;10301;10400;1233;1157;803;1318;2288;2288;
2024;30B;31;10401;10500;1253;1176;812;1339;2314;2314;
2024;30B;31;10501;10600;1272;1194;822;1360;2337;2337;
2024;30B;31;10601;10700;1292;1215;832;1381;2363;2363;
2024;30B;31;10701;10800;1311;1233;841;1401;2386;2386;
2024;30B;31;10801;10900;1331;1251;851;1422;2413;2413;
2024;30B;31;10901;11000;1350;1269;852;1443;2439;2439;
2024;30B;31;11001;11100;1369;1290;862;1464;2462;2462;
2024;30B;31;11101;11200;1389;1308;872;1485;2488;2488;
2024;30B;31;11201;11300;1408;1327;881;1505;2511;2511;
2024;30B;31;11301;11400;1428;1347;891;1526;2538;2538;
2024;30B;31;11401;11500;1447;1366;901;1547;2564;2564;
2024;30B;31;11501;11600;1466;1384;902;1568;2587;2587;
2024;30B;31;11601;11700;1486;1402;911;1589;2613;2613;
2024;30B;31;11701;11800;1505;1423;921;1609;2636;2636;
2024;30B;31;11801;11900;1525;1441;931;1630;2663;2663;
2024;30B;31;11901;12000;1544;1459;940;1651;2689;2689;
2024;30B;31;12001;12100;1563;1478;950;1672;2712;2712;
2024;30B;31;12101;12200;1583;1498;951;1693;2738;2738;
2024;30B;31;12201;12300;1602;1517;961;1713;2761;2761;
2024;30B;31;12301;12400;1622;1535;971;1734;2788;2788;
2024;30B;31;12401;12500;1641;1553;980;1755;2814;2814;
2024;30B;31;12501;12600;1660;1574;990;1776;2837;2837;
2024;30B;31;12601;12700;1680;1592;1000;1797;2863;2863;
2024;30B;31;12701;12800;1699;1610;1009;1818;2886;2886;
2024;30B;31;12801;12900;1719;1629;1010;1838;2913;2913;
2024;30B;31;12901;13000;1738;1649;1020;1859;2936;2936;
2024;30B;31;13001;13100;1758;1668;1030;1880;2967;2967;
2024;30B;31;13101;13200;1777;1686;1039;1901;2998;2998;
2024;30B;31;13201;13300;1797;1707;1049;1922;3030;3030;
2024;30B;31;13301;13400;1817;1725;1059;1943;3061;3061;
2024;30B;31;13401;13500;1836;1743;1060;1965;3092;3092;
2024;30B;31;13501;13600;1856;1761;1070;1986;3123;3123;
2024;30B;31;13601;13700;1876;1782;1079;2007;3155;3155;
2024;30B;31;13701;13800;1896;1801;1089;2028;3186;3186;
2024;30B;31;13801;13900;1915;1819;1099;2048;3217;3217;
2024;30B;31;13901;14000;1933;1837;1108;2068;3247;3247;
2024;30B;31;14001;14100;1952;1858;1110;2089;3277;3277;
2024;30B;31;14101;14200;1971;1876;1119;2109;3307;3307;
2024;30B;31;14201;14300;1989;1894;1129;2129;3338;3338;
2024;30B;31;14301;14400;2008;1913;1138;2149;3368;3368;
2024;30B;31;14401;14500;2027;1933;1148;2169;3398;3398;
2024;30B;31;14501;14600;2045;1952;1158;2189;3428;3428;
2024;30B;31;14601;14700;2064;1970;1159;2209;3459;3459;
2024;30B;31;14701;14800;2083;1988;1169;2229;3489;3489;
2024;30B;31;14801;14900;2102;2009;1178;2249;3522;3522;
2024;30B;31;14901;15000;2120;2027;1188;2269;3554;3554;
2024;30B;31;15001;15100;2139;2045;1198;2290;3587;3587;
2024;30B;31;15101;15200;2158;2064;1207;2310;3620;3620;
2024;30B;31;15201;15300;2177;2084;1217;2330;3655;3655;
2024;30B;31;15301;15400;2195;2103;1218;2350;3688;3688;
2024;30B;31;15401;15500;2215;2123;1228;2372;3721;3721;
2024;30B;31;15501;15600;2241;2149;1238;2399;3754;3754;
2024;30B;31;15601;15700;2266;2176;1248;2425;3786;3786;
2024;30B;31;15701;15800;2292;2202;1258;2452;3822;3822;
2024;30B;31;15801;15900;2317;2228;1268;2478;3854;3854;
2024;30B;31;15901;16000;2342;2254;1270;2505;3887;3887;
2024;30B;31;16001;16100;2368;2280;1280;2531;3920;3920;
2024;30B;31;16101;16200;2393;2306;1291;2558;3953;3953;
2024;30B;31;16201;16300;2418;2332;1301;2584;3988;3988;
2024;30B;31;16301;16400;2444;2358;1311;2611;4021;4021;
2024;30B;31;16401;16500;2469;2384;1321;2637;4054;4054;
2024;30B;31;16501;16600;2495;2410;1323;2664;4086;4086;
2024;30B;31;16601;16700;2520;2436;1333;2690;4119;4119;
2024;30B;31;16701;16800;2545;2462;1343;2717;4154;4154;
2024;30B;31;16801;16900;2571;2488;1353;2743;4187;4187;
2024;30B;31;16901;17000;2596;2514;1363;2769;4220;4220;
2024;30B;31;17001;17100;2622;2538;1373;2796;4253;4253;
2024;30B;31;17101;17200;2647;2564;1375;2822;4286;4286;
2024;30B;31;17201;17300;2672;2590;1385;2849;4321;4321;
2024;30B;31;17301;17400;2698;2616;1395;2875;4354;4354;
2024;30B;31;17401;17500;2723;2642;1405;2902;4386;4386;
2024;30B;31;17501;17600;2748;2668;1416;2928;4419;4419;
2024;30B;31;17601;17700;2774;2694;1426;2955;4452;4452;
2024;30B;31;17701;17800;2799;2720;1436;2981;4487;4487;
2024;30B;31;17801;17900;2825;2746;1438;3008;4520;4520;
2024;30B;31;17901;18000;2850;2772;1448;3034;4553;4553;
2024;30B;31;18001;18100;2875;2798;1458;3061;4585;4585;
2024;30B;31;18101;18200;2901;2824;1468;3087;4618;4618;
2024;30B;31;18201;18300;2926;2850;1478;3114;4653;4653;
2024;30B;31;18301;18400;2952;2876;1488;3140;4686;4686;
2024;30B;31;18401;18500;2977;2902;1490;3167;4719;4719;
2024;30B;31;18501;18600;3002;2928;1500;3193;4752;4752;
2024;30B;31;18601;18700;3028;2954;1510;3219;4785;4785;
2024;30B;31;18701;18800;3053;2980;1520;3246;4820;4820;
2024;30B;31;18801;18900;3079;3006;1531;3273;4853;4853;
2024;30B;31;18901;19000;3104;3032;1541;3299;4885;4885;
2024;30B;31;19001;19100;3129;3058;1543;3325;4918;4918;
2024;30B;31;19101;19200;3155;3084;1553;3352;4951;4951;
2024;30B;31;19201;19300;3180;3110;1563;3378;4986;4986;
2024;30B;31;19301;19400;3206;3136;1573;3405;5019;5019;
2024;30B;31;19401;19500;3231;3163;1583;3431;5052;5052;
2024;30B;31;19501;19600;3256;3189;1593;3458;5085;5085;
2024;30B;31;19601;19700;3282;3214;1595;3484;5117;5117;
2024;30B;31;19701;19800;3307;3239;1604;3511;5153;5153;
2024;30B;31;19801;19900;3332;3265;1613;3537;5185;5185;
2024;30B;31;19901;20000;3358;3290;1622;3564;5218;5218;
2024;30B;31;20001;20200;3409;3340;1641;3617;5284;5284;
2024;30B;31;20201;20400;3459;3388;1651;3670;5352;5352;
2024;30B;31;20401;20600;3510;3438;1670;3722;5417;5417;
2024;30B;31;20601;20800;3561;3489;1688;3775;5485;5485;
2024;30B;31;20801;21000;3612;3539;1699;3828;5551;5551;
2024;30B;31;21001;21200;3662;3590;1717;3881;5616;5616;
2024;30B;31;21201;21400;3713;3640;1736;3934;5685;5685;
2024;30B;31;21401;21600;3764;3691;1746;3987;5750;5750;
2024;30B;31;21601;21800;3815;3741;1765;4040;5818;5818;
2024;30B;31;21801;22000;3866;3791;1783;4093;5884;5884;
2024;30B;31;22001;22200;3916;3842;1794;4146;5949;5949;
2024;30B;31;22201;22400;3967;3892;1812;4199;6017;6017;
2024;30B;31;22401;22600;4018;3943;1831;4252;6083;6083;
2024;30B;31;22601;22800;4069;3993;1849;4305;6151;6151;
2024;30B;31;22801;23000;4120;4043;1860;4359;6217;6217;
2024;30B;31;23001;23200;4173;4094;1878;4413;6285;6285;
2024;30B;31;23201;23400;4225;4144;1897;4468;6354;6354;
2024;30B;31;23401;23600;4278;4192;1907;4522;6421;6421;
2024;30B;31;23601;23800;4330;4243;1926;4577;6491;6491;
2024;30B;31;23801;24000;4383;4290;1944;4632;6558;6558;
2024;30B;31;24001;24200;4435;4343;1954;4686;6626;6626;
2024;30B;31;24201;24400;4487;4394;1973;4741;6695;6695;
2024;30B;31;24401;24600;4540;4447;1992;4795;6762;6762;
2024;30B;31;24601;24800;4592;4497;2002;4850;6832;6832;
2024;30B;31;24801;25000;4645;4548;2021;4905;6899;6899;
2024;30B;31;25001;25200;4697;4601;2039;4959;6967;6967;
2024;30B;31;25201;25400;4750;4651;2050;5014;7036;7036;
2024;30B;31;25401;25600;4802;4701;2068;5068;7103;7103;
2024;30B;31;25601;25800;4854;4754;2087;5123;7173;7173;
2024;30B;31;25801;26000;4907;4805;2097;5178;7240;7240;
2024;30B;31;26001;26200;4959;4855;2116;5232;7308;7308;
2024;30B;31;26201;26400;5012;4908;2134;5287;7377;7377;
2024;30B;31;26401;26600;5064;4959;2145;5341;7444;7444;
2024;30B;31;26601;26800;5117;5011;2163;5396;7514;7514;
2024;30B;31;26801;27000;5169;5062;2182;5451;7581;7581;
2024;30B;31;27001;27200;5221;5112;2192;5505;7649;7649;
2024;30B;31;27201;27400;5274;5165;2211;5560;7718;7718;
2024;30B;31;27401;27600;5326;5216;2230;5614;7785;7785;
2024;30B;31;27601;27800;5379;5266;2261;5669;7855;7855;
2024;30B;31;27801;28000;5431;5319;2314;5724;7922;7922;
2024;30B;31;28001;28200;5483;5369;2365;5778;7990;7990;
