År;Antal dgr;Tabellnr;Inkomst fr.o.m.;Inkomst t.o.m.;Kolumn 1;Kolumn 2;Kolumn 3;Kolumn 4;Kolumn 5;Kolumn 6;Kolumn 7
2024;30B;29;1;2000;0;0;0;0;0;0;
2024;30B;29;2001;2100;151;0;150;1;151;22;
2024;30B;29;2101;2200;153;0;150;3;153;52;
2024;30B;29;2201;2300;164;0;158;5;164;82;
2024;30B;29;2301;2400;174;0;166;8;174;112;
2024;30B;29;2401;2500;185;0;175;10;185;142;
2024;30B;29;2501;2600;195;0;183;12;195;172;
2024;30B;29;2601;2700;206;0;191;14;206;202;
2024;30B;29;2701;2800;216;0;200;16;232;232;
2024;30B;29;2801;2900;218;0;200;18;262;262;
2024;30B;29;2901;3000;229;0;208;21;292;292;
2024;30B;29;3001;3100;239;0;216;23;322;322;
2024;30B;29;3101;3200;250;0;225;25;352;352;
2024;30B;29;3201;3300;260;0;233;27;382;382;
2024;30B;29;3301;3400;271;0;241;29;412;412;
2024;30B;29;3401;3500;273;0;241;31;442;442;
2024;30B;29;3501;3600;284;0;250;34;472;472;
2024;30B;29;3601;3700;294;0;258;36;502;502;
2024;30B;29;3701;3800;305;0;266;38;532;532;
2024;30B;29;3801;3900;315;0;275;40;562;562;
2024;30B;29;3901;4000;325;0;283;42;592;592;
2024;30B;29;4001;4100;328;0;283;44;622;622;
2024;30B;29;4101;4200;338;0;291;46;652;652;
2024;30B;29;4201;4300;349;0;300;49;682;682;
2024;30B;29;4301;4400;359;0;308;61;712;712;
2024;30B;29;4401;4500;370;0;316;81;742;742;
2024;30B;29;4501;4600;380;0;325;102;772;772;
2024;30B;29;4601;4700;382;0;325;122;802;802;
2024;30B;29;4701;4800;392;0;333;143;827;827;
2024;30B;29;4801;4900;403;0;341;163;852;852;
2024;30B;29;4901;5000;413;0;350;183;877;877;
2024;30B;29;5001;5100;423;0;358;203;899;899;
2024;30B;29;5101;5200;433;0;366;223;924;924;
2024;30B;29;5201;5300;443;0;375;243;947;947;
2024;30B;29;5301;5400;445;19;376;263;972;972;
2024;30B;29;5401;5500;455;42;386;283;997;997;
2024;30B;29;5501;5600;465;64;396;303;1019;1019;
2024;30B;29;5601;5700;475;87;406;322;1043;1043;
2024;30B;29;5701;5800;485;109;416;342;1065;1065;
2024;30B;29;5801;5900;495;132;426;361;1090;1090;
2024;30B;29;5901;6000;497;154;427;381;1114;1114;
2024;30B;29;6001;6100;507;177;437;400;1136;1136;
2024;30B;29;6101;6200;517;199;447;420;1160;1160;
2024;30B;29;6201;6300;527;219;457;439;1182;1182;
2024;30B;29;6301;6400;537;242;467;459;1207;1207;
2024;30B;29;6401;6500;547;264;477;478;1231;1231;
2024;30B;29;6501;6600;549;287;479;498;1253;1253;
2024;30B;29;6601;6700;559;309;488;517;1277;1277;
2024;30B;29;6701;6800;569;332;498;537;1299;1299;
2024;30B;29;6801;6900;579;354;508;556;1324;1324;
2024;30B;29;6901;7000;589;377;518;576;1348;1348;
2024;30B;29;7001;7100;599;399;528;595;1370;1370;
2024;30B;29;7101;7200;601;422;530;615;1394;1394;
2024;30B;29;7201;7300;611;444;540;634;1416;1416;
2024;30B;29;7301;7400;621;467;550;654;1441;1441;
2024;30B;29;7401;7500;632;487;560;673;1465;1465;
2024;30B;29;7501;7600;650;509;570;693;1487;1487;
2024;30B;29;7601;7700;668;532;580;712;1511;1511;
2024;30B;29;7701;7800;686;554;589;732;1533;1533;
2024;30B;29;7801;7900;705;577;591;751;1558;1558;
2024;30B;29;7901;8000;723;599;601;771;1582;1582;
2024;30B;29;8001;8100;741;622;611;790;1604;1604;
2024;30B;29;8101;8200;759;644;621;810;1628;1628;
2024;30B;29;8201;8300;777;667;631;829;1650;1650;
2024;30B;29;8301;8400;796;689;641;849;1675;1675;
2024;30B;29;8401;8500;814;712;642;868;1699;1699;
2024;30B;29;8501;8600;832;734;652;887;1721;1721;
2024;30B;29;8601;8700;850;754;662;907;1745;1745;
2024;30B;29;8701;8800;868;777;672;926;1767;1767;
2024;30B;29;8801;8900;887;799;682;946;1792;1792;
2024;30B;29;8901;9000;905;822;692;966;1816;1816;
2024;30B;29;9001;9100;923;844;694;985;1838;1838;
2024;30B;29;9101;9200;941;867;704;1004;1862;1862;
2024;30B;29;9201;9300;959;889;714;1024;1884;1884;
2024;30B;29;9301;9400;977;904;723;1043;1909;1909;
2024;30B;29;9401;9500;996;924;733;1063;1933;1933;
2024;30B;29;9501;9600;1014;942;742;1082;1955;1955;
2024;30B;29;9601;9700;1032;959;744;1102;1979;1979;
2024;30B;29;9701;9800;1050;977;753;1121;2001;2001;
2024;30B;29;9801;9900;1068;997;763;1141;2026;2026;
2024;30B;29;9901;10000;1087;1014;773;1160;2050;2050;
2024;30B;29;10001;10100;1105;1031;782;1180;2072;2072;
2024;30B;29;10101;10200;1123;1048;792;1199;2096;2096;
2024;30B;29;10201;10300;1141;1068;802;1219;2118;2118;
2024;30B;29;10301;10400;1159;1085;803;1238;2143;2143;
2024;30B;29;10401;10500;1177;1102;812;1258;2167;2167;
2024;30B;29;10501;10600;1196;1119;822;1277;2189;2189;
2024;30B;29;10601;10700;1214;1138;832;1297;2213;2213;
2024;30B;29;10701;10800;1232;1155;841;1316;2235;2235;
2024;30B;29;10801;10900;1250;1173;851;1336;2260;2260;
2024;30B;29;10901;11000;1268;1190;852;1355;2284;2284;
2024;30B;29;11001;11100;1286;1209;862;1375;2306;2306;
2024;30B;29;11101;11200;1305;1226;872;1394;2330;2330;
2024;30B;29;11201;11300;1323;1243;881;1414;2352;2352;
2024;30B;29;11301;11400;1341;1263;891;1433;2377;2377;
2024;30B;29;11401;11500;1359;1280;901;1453;2401;2401;
2024;30B;29;11501;11600;1377;1297;902;1472;2423;2423;
2024;30B;29;11601;11700;1396;1314;911;1492;2447;2447;
2024;30B;29;11701;11800;1414;1333;921;1511;2469;2469;
2024;30B;29;11801;11900;1432;1350;931;1531;2494;2494;
2024;30B;29;11901;12000;1450;1368;940;1550;2518;2518;
2024;30B;29;12001;12100;1468;1385;950;1570;2540;2540;
2024;30B;29;12101;12200;1487;1404;951;1589;2564;2564;
2024;30B;29;12201;12300;1505;1421;961;1609;2586;2586;
2024;30B;29;12301;12400;1523;1438;971;1628;2611;2611;
2024;30B;29;12401;12500;1541;1455;980;1648;2635;2635;
2024;30B;29;12501;12600;1559;1475;990;1667;2657;2657;
2024;30B;29;12601;12700;1578;1492;1000;1687;2681;2681;
2024;30B;29;12701;12800;1596;1509;1009;1706;2703;2703;
2024;30B;29;12801;12900;1614;1526;1010;1726;2728;2728;
2024;30B;29;12901;13000;1632;1545;1020;1745;2750;2750;
2024;30B;29;13001;13100;1650;1563;1030;1765;2779;2779;
2024;30B;29;13101;13200;1669;1580;1039;1785;2808;2808;
2024;30B;29;13201;13300;1687;1599;1049;1804;2837;2837;
2024;30B;29;13301;13400;1706;1616;1059;1824;2867;2867;
2024;30B;29;13401;13500;1724;1633;1060;1844;2896;2896;
2024;30B;29;13501;13600;1743;1650;1070;1864;2925;2925;
2024;30B;29;13601;13700;1761;1670;1079;1883;2954;2954;
2024;30B;29;13701;13800;1780;1687;1089;1903;2984;2984;
2024;30B;29;13801;13900;1798;1704;1099;1922;3012;3012;
2024;30B;29;13901;14000;1815;1721;1108;1941;3041;3041;
2024;30B;29;14001;14100;1833;1740;1110;1960;3069;3069;
2024;30B;29;14101;14200;1850;1758;1119;1979;3097;3097;
2024;30B;29;14201;14300;1867;1775;1129;1997;3125;3125;
2024;30B;29;14301;14400;1885;1792;1138;2016;3154;3154;
2024;30B;29;14401;14500;1902;1811;1148;2035;3182;3182;
2024;30B;29;14501;14600;1920;1828;1158;2054;3210;3210;
2024;30B;29;14601;14700;1937;1845;1159;2072;3238;3238;
2024;30B;29;14701;14800;1955;1862;1169;2091;3267;3267;
2024;30B;29;14801;14900;1972;1882;1178;2110;3297;3297;
2024;30B;29;14901;15000;1990;1899;1188;2129;3328;3328;
2024;30B;29;15001;15100;2007;1916;1198;2148;3358;3358;
2024;30B;29;15101;15200;2025;1933;1207;2166;3389;3389;
2024;30B;29;15201;15300;2042;1953;1217;2185;3422;3422;
2024;30B;29;15301;15400;2060;1970;1218;2204;3453;3453;
2024;30B;29;15401;15500;2079;1989;1228;2225;3483;3483;
2024;30B;29;15501;15600;2102;2013;1238;2250;3514;3514;
2024;30B;29;15601;15700;2126;2038;1248;2275;3544;3544;
2024;30B;29;15701;15800;2150;2062;1258;2299;3577;3577;
2024;30B;29;15801;15900;2173;2087;1268;2324;3608;3608;
2024;30B;29;15901;16000;2197;2111;1270;2349;3638;3638;
2024;30B;29;16001;16100;2221;2135;1280;2373;3669;3669;
2024;30B;29;16101;16200;2245;2160;1291;2398;3700;3700;
2024;30B;29;16201;16300;2268;2184;1301;2423;3733;3733;
2024;30B;29;16301;16400;2292;2208;1311;2448;3763;3763;
2024;30B;29;16401;16500;2316;2233;1321;2472;3794;3794;
2024;30B;29;16501;16600;2339;2257;1323;2497;3824;3824;
2024;30B;29;16601;16700;2363;2282;1333;2522;3855;3855;
2024;30B;29;16701;16800;2387;2306;1343;2547;3888;3888;
2024;30B;29;16801;16900;2411;2330;1353;2571;3919;3919;
2024;30B;29;16901;17000;2434;2355;1363;2596;3949;3949;
2024;30B;29;17001;17100;2458;2377;1373;2621;3980;3980;
2024;30B;29;17101;17200;2482;2401;1375;2646;4011;4011;
2024;30B;29;17201;17300;2505;2425;1385;2670;4043;4043;
2024;30B;29;17301;17400;2529;2450;1395;2695;4074;4074;
2024;30B;29;17401;17500;2553;2474;1405;2720;4105;4105;
2024;30B;29;17501;17600;2577;2499;1416;2744;4135;4135;
2024;30B;29;17601;17700;2600;2523;1426;2769;4166;4166;
2024;30B;29;17701;17800;2624;2547;1436;2794;4199;4199;
2024;30B;29;17801;17900;2648;2572;1438;2819;4229;4229;
2024;30B;29;17901;18000;2671;2596;1448;2843;4260;4260;
2024;30B;29;18001;18100;2695;2620;1458;2868;4291;4291;
2024;30B;29;18101;18200;2719;2645;1468;2893;4321;4321;
2024;30B;29;18201;18300;2743;2669;1478;2917;4354;4354;
2024;30B;29;18301;18400;2766;2694;1488;2942;4385;4385;
2024;30B;29;18401;18500;2790;2718;1490;2967;4415;4415;
2024;30B;29;18501;18600;2814;2742;1500;2992;4446;4446;
2024;30B;29;18601;18700;2837;2767;1510;3016;4477;4477;
2024;30B;29;18701;18800;2861;2791;1520;3041;4510;4510;
2024;30B;29;18801;18900;2885;2815;1531;3066;4540;4540;
2024;30B;29;18901;19000;2909;2840;1541;3091;4571;4571;
2024;30B;29;19001;19100;2932;2864;1543;3115;4601;4601;
2024;30B;29;19101;19200;2956;2889;1553;3140;4632;4632;
2024;30B;29;19201;19300;2980;2913;1563;3165;4665;4665;
2024;30B;29;19301;19400;3004;2937;1573;3190;4696;4696;
2024;30B;29;19401;19500;3027;2962;1583;3214;4726;4726;
2024;30B;29;19501;19600;3051;2986;1593;3239;4757;4757;
2024;30B;29;19601;19700;3075;3010;1595;3264;4787;4787;
2024;30B;29;19701;19800;3098;3033;1604;3288;4820;4820;
2024;30B;29;19801;19900;3122;3057;1613;3313;4851;4851;
2024;30B;29;19901;20000;3146;3081;1622;3338;4881;4881;
2024;30B;29;20001;20200;3193;3128;1641;3387;4943;4943;
2024;30B;29;20201;20400;3241;3172;1651;3437;5006;5006;
2024;30B;29;20401;20600;3288;3219;1670;3486;5067;5067;
2024;30B;29;20601;20800;3336;3267;1688;3536;5131;5131;
2024;30B;29;20801;21000;3383;3314;1699;3585;5192;5192;
2024;30B;29;21001;21200;3430;3361;1717;3635;5253;5253;
2024;30B;29;21201;21400;3478;3408;1736;3684;5317;5317;
2024;30B;29;21401;21600;3525;3455;1746;3733;5378;5378;
2024;30B;29;21601;21800;3573;3502;1765;3783;5442;5442;
2024;30B;29;21801;22000;3620;3549;1783;3832;5503;5503;
2024;30B;29;22001;22200;3668;3596;1794;3882;5564;5564;
2024;30B;29;22201;22400;3715;3643;1812;3931;5628;5628;
2024;30B;29;22401;22600;3762;3690;1831;3981;5689;5689;
2024;30B;29;22601;22800;3810;3737;1849;4030;5753;5753;
2024;30B;29;22801;23000;3858;3784;1860;4081;5815;5815;
2024;30B;29;23001;23200;3907;3832;1878;4132;5878;5878;
2024;30B;29;23201;23400;3957;3879;1897;4183;5943;5943;
2024;30B;29;23401;23600;4006;3923;1907;4234;6006;6006;
2024;30B;29;23601;23800;4055;3970;1926;4285;6071;6071;
2024;30B;29;23801;24000;4104;4015;1944;4336;6134;6134;
2024;30B;29;24001;24200;4153;4065;1954;4387;6197;6197;
2024;30B;29;24201;24400;4202;4112;1973;4438;6262;6262;
2024;30B;29;24401;24600;4251;4161;1992;4489;6325;6325;
2024;30B;29;24601;24800;4300;4208;2002;4541;6390;6390;
2024;30B;29;24801;25000;4349;4255;2021;4592;6453;6453;
2024;30B;29;25001;25200;4398;4305;2039;4643;6516;6516;
2024;30B;29;25201;25400;4447;4352;2050;4694;6581;6581;
2024;30B;29;25401;25600;4496;4399;2068;4745;6644;6644;
2024;30B;29;25601;25800;4546;4448;2087;4796;6709;6709;
2024;30B;29;25801;26000;4595;4495;2097;4847;6772;6772;
2024;30B;29;26001;26200;4644;4542;2116;4898;6835;6835;
2024;30B;29;26201;26400;4693;4592;2134;4949;6900;6900;
2024;30B;29;26401;26600;4742;4639;2145;5001;6963;6963;
2024;30B;29;26601;26800;4791;4688;2163;5052;7028;7028;
2024;30B;29;26801;27000;4840;4736;2182;5103;7091;7091;
2024;30B;29;27001;27200;4889;4783;2192;5154;7154;7154;
2024;30B;29;27201;27400;4938;4832;2211;5205;7219;7219;
2024;30B;29;27401;27600;4987;4879;2230;5256;7282;7282;
2024;30B;29;27601;27800;5036;4926;2248;5307;7347;7347;
2024;30B;29;27801;28000;5085;4976;2259;5358;7410;7410;
2024;30B;29;28001;28200;5134;5023;2277;5409;7473;7473;
2024;30B;29;28201;28400;5184;5072;2296;5460;7538;7538;
2024;30B;29;28401;28600;5233;5119;2306;5512;7601;7601;
2024;30B;29;28601;28800;5282;5166;2325;5563;7666;7666;
2024;30B;29;28801;29000;5331;5216;2343;5614;7729;7729;
2024;30B;29;29001;29200;5380;5263;2354;5665;7792;7792;
2024;30B;29;29201;29400;5429;5310;2372;5716;7857;7857;
2024;30B;29;29401;29600;5478;5359;2391;5767;7920;7920;
2024;30B;29;29601;29800;5527;5406;2402;5818;7985;7985;
2024;30B;29;29801;30000;5576;5456;2451;5869;8048;8048;
2024;30B;29;30001;30200;5625;5503;2498;5920;8111;8111;
2024;30B;29;30201;30400;5674;5550;2545;5972;8176;8176;
2024;30B;29;30401;30600;5723;5600;2595;6023;8239;8239;
2024;30B;29;30601;30800;5773;5647;2642;6074;8304;8304;
2024;30B;29;30801;31000;5822;5694;2689;6125;8367;8367;
2024;30B;29;31001;31200;5871;5743;2738;6176;8430;8430;
2024;30B;29;31201;31400;5920;5791;2786;6227;8495;8495;
2024;30B;29;31401;31600;5969;5839;2834;6278;8558;8558;
2024;30B;29;31601;31800;6018;5890;2885;6329;8623;8623;
2024;30B;29;31801;32000;6067;5938;2933;6380;8686;8686;
2024;30B;29;32001;32200;6116;5989;2984;6431;8749;8749;
2024;30B;29;32201;32400;6165;6037;3032;6483;8814;8814;
2024;30B;29;32401;32600;6214;6085;3081;6534;8877;8877;
2024;30B;29;32601;32800;6263;6136;3131;6585;8942;8942;
2024;30B;29;32801;33000;6313;6184;3180;6636;9005;9005;
2024;30B;29;33001;33200;6362;6233;3228;6687;9068;9068;
2024;30B;29;33201;33400;6411;6284;3279;6738;9133;9133;
2024;30B;29;33401;33600;6460;6332;3327;6789;9196;9196;
2024;30B;29;33601;33800;6509;6383;3378;6840;9261;9261;
2024;30B;29;33801;34000;6558;6431;3426;6891;9324;9324;
2024;30B;29;34001;34200;6607;6479;3474;6942;9387;9387;
2024;30B;29;34201;34400;6656;6530;3525;6994;9452;9452;
2024;30B;29;34401;34600;6705;6578;3574;7045;9515;9515;
2024;30B;29;34601;34800;6754;6627;3622;7096;9580;9580;
2024;30B;29;34801;35000;6803;6677;3673;7147;9643;9643;
2024;30B;29;35001;35200;6852;6726;3721;7198;9706;9706;
2024;30B;29;35201;35400;6902;6774;3769;7249;9771;9771;
2024;30B;29;35401;35600;6951;6825;3820;7300;9834;9834;
2024;30B;29;35601;35800;7000;6873;3868;7351;9899;9899;
2024;30B;29;35801;36000;7049;6924;3919;7402;9962;9962;
2024;30B;29;36001;36200;7098;6972;3967;7454;10025;10025;
2024;30B;29;36201;36400;7147;7021;4016;7505;10090;10090;
2024;30B;29;36401;36600;7196;7071;4067;7556;10153;10153;
2024;30B;29;36601;36800;7245;7120;4115;7607;10218;10218;
2024;30B;29;36801;37000;7294;7168;4163;7658;10281;10281;
2024;30B;29;37001;37200;7343;7219;4214;7709;10344;10344;
2024;30B;29;37201;37400;7392;7267;4262;7760;10409;10409;
2024;30B;29;37401;37600;7441;7318;4313;7811;10472;10472;
2024;30B;29;37601;37800;7490;7364;4359;7862;10532;10532;
2024;30B;29;37801;38000;7539;7412;4407;7913;10590;10590;
2024;30B;29;38001;38200;7588;7460;4456;7964;10648;10648;
2024;30B;29;38201;38400;7637;7511;4506;8015;10706;10706;
2024;30B;29;38401;38600;7687;7560;4555;8066;10764;10764;
2024;30B;29;38601;38800;7745;7618;4613;8117;10822;10822;
2024;30B;29;38801;39000;7803;7676;4671;8167;10880;10880;
2024;30B;29;39001;39200;7861;7734;4729;8218;10938;10938;
2024;30B;29;39201;39400;7919;7792;4787;8269;10996;10996;
2024;30B;29;39401;39600;7977;7850;4845;8320;11054;11054;
2024;30B;29;39601;39800;8035;7908;4903;8371;11112;11112;
2024;30B;29;39801;40000;8093;7966;4961;8422;11170;11170;
2024;30B;29;40001;40200;8151;8024;5019;8473;11228;11228;
2024;30B;29;40201;40400;8209;8082;5077;8524;11286;11286;
2024;30B;29;40401;40600;8267;8140;5135;8574;11344;11344;
2024;30B;29;40601;40800;8325;8198;5193;8625;11402;11402;
2024;30B;29;40801;41000;8383;8256;5251;8676;11460;11460;
2024;30B;29;41001;41200;8441;8314;5309;8727;11518;11518;
2024;30B;29;41201;41400;8499;8372;5367;8778;11576;11576;
2024;30B;29;41401;41600;8557;8430;5425;8829;11634;11634;
2024;30B;29;41601;41800;8615;8488;5483;8880;11692;11692;
2024;30B;29;41801;42000;8673;8546;5541;8931;11750;11750;
2024;30B;29;42001;42200;8731;8604;5599;8981;11808;11808;
2024;30B;29;42201;42400;8789;8662;5657;9032;11866;11866;
2024;30B;29;42401;42600;8847;8720;5715;9083;11924;11924;
2024;30B;29;42601;42800;8905;8778;5773;9134;11982;11982;
2024;30B;29;42801;43000;8963;8836;5831;9185;12040;12040;
2024;30B;29;43001;43200;9021;8894;5889;9236;12098;12098;
2024;30B;29;43201;43400;9079;8952;5947;9287;12156;12156;
2024;30B;29;43401;43600;9137;9010;6005;9338;12214;12214;
2024;30B;29;43601;43800;9195;9068;6063;9388;12272;12272;
2024;30B;29;43801;44000;9253;9126;6121;9439;12330;12330;
2024;30B;29;44001;44200;9311;9184;6179;9490;12388;12388;
2024;30B;29;44201;44400;9369;9242;6237;9541;12446;12446;
2024;30B;29;44401;44600;9427;9300;6295;9592;12504;12504;
2024;30B;29;44601;44800;9485;9358;6353;9643;12562;12562;
2024;30B;29;44801;45000;9543;9416;6411;9694;12620;12620;
2024;30B;29;45001;45200;9601;9474;6469;9745;12678;12678;
2024;30B;29;45201;45400;9659;9532;6527;9795;12736;12736;
2024;30B;29;45401;45600;9717;9590;6585;9846;12794;12794;
2024;30B;29;45601;45800;9775;9648;6643;9897;12852;12852;
2024;30B;29;45801;46000;9833;9706;6701;9948;12910;12910;
2024;30B;29;46001;46200;9891;9764;6759;9999;12968;12968;
2024;30B;29;46201;46400;9949;9822;6817;10050;13026;13026;
2024;30B;29;46401;46600;10007;9880;6875;10101;13084;13084;
2024;30B;29;46601;46800;10065;9938;6933;10152;13142;13142;
2024;30B;29;46801;47000;10123;9996;6991;10202;13200;13200;
2024;30B;29;47001;47200;10181;10054;7049;10253;13258;13258;
2024;30B;29;47201;47400;10239;10112;7107;10304;13316;13316;
2024;30B;29;47401;47600;10297;10170;7165;10355;13374;13374;
2024;30B;29;47601;47800;10355;10228;7223;10406;13432;13432;
2024;30B;29;47801;48000;10413;10286;7281;10457;13490;13490;
2024;30B;29;48001;48200;10471;10344;7339;10508;13548;13548;
2024;30B;29;48201;48400;10529;10402;7397;10559;13606;13606;
2024;30B;29;48401;48600;10587;10460;7455;10609;13664;13664;
2024;30B;29;48601;48800;10645;10518;7513;10660;13722;13722;
2024;30B;29;48801;49000;10703;10576;7571;10711;13780;13780;
2024;30B;29;49001;49200;10761;10634;7629;10762;13838;13838;
2024;30B;29;49201;49400;10819;10692;7687;10813;13896;13896;
2024;30B;29;49401;49600;10877;10750;7745;10864;13954;13954;
2024;30B;29;49601;49800;10935;10808;7803;10915;14012;14012;
2024;30B;29;49801;50000;10993;10866;7861;10965;14070;14070;
2024;30B;29;50001;50200;11051;10924;7923;11016;14128;14128;
2024;30B;29;50201;50400;11109;10982;7987;11067;14186;14186;
2024;30B;29;50401;50600;11167;11040;8051;11118;14244;14244;
2024;30B;29;50601;50800;11225;11098;8115;11169;14302;14302;
2024;30B;29;50801;51000;11283;11156;8179;11220;14360;14360;
2024;30B;29;51001;51200;11341;11214;8243;11271;14418;14418;
2024;30B;29;51201;51400;11424;11293;8329;11347;14501;14501;
2024;30B;29;51401;51600;11522;11388;8429;11437;14599;14599;
2024;30B;29;51601;51800;11620;11482;8530;11528;14697;14697;
2024;30B;29;51801;52000;11718;11574;8627;11619;14795;14795;
2024;30B;29;52001;52200;11816;11668;8728;11710;14893;14893;
2024;30B;29;52201;52400;11914;11762;8828;11801;14991;14991;
2024;30B;29;52401;52600;12012;11856;8928;11892;15089;15089;
2024;30B;29;52601;52800;12110;11951;9028;11983;15187;15187;
2024;30B;29;52801;53000;12208;12045;9129;12074;15285;15285;
2024;30B;29;53001;53200;12306;12139;9229;12164;15383;15383;
2024;30B;29;53201;53400;12404;12233;9329;12255;15481;15481;
2024;30B;29;53401;53600;12502;12325;9427;12346;15579;15579;
2024;30B;29;53601;53800;12600;12419;9527;12437;15677;15677;
2024;30B;29;53801;54000;12698;12514;9628;12528;15775;15775;
2024;30B;29;54001;54200;12796;12608;9728;12619;15873;15873;
2024;30B;29;54201;54400;12894;12702;9828;12710;15971;15971;
2024;30B;29;54401;54600;12992;12796;9928;12801;16069;16069;
2024;30B;29;54601;54800;13090;12891;10029;12891;16167;16167;
2024;30B;29;54801;55000;13188;12985;10129;12982;16265;16265;
2024;30B;29;55001;55200;13286;13079;10229;13073;16363;16363;
2024;30B;29;55201;55400;13384;13171;10327;13164;16461;16461;
2024;30B;29;55401;55600;13482;13265;10427;13255;16559;16559;
2024;30B;29;55601;55800;13580;13360;10527;13346;16657;16657;
2024;30B;29;55801;56000;13678;13454;10628;13437;16755;16755;
2024;30B;29;56001;56200;13776;13548;10728;13528;16853;16853;
2024;30B;29;56201;56400;13874;13642;10828;13619;16951;16951;
2024;30B;29;56401;56600;13972;13737;10928;13709;17049;17049;
2024;30B;29;56601;56800;14070;13831;11029;13800;17147;17147;
2024;30B;29;56801;57000;14168;13923;11126;13891;17245;17245;
2024;30B;29;57001;57200;14266;14017;11227;13982;17343;17343;
2024;30B;29;57201;57400;14364;14111;11327;14073;17441;17441;
2024;30B;29;57401;57600;14462;14205;11427;14164;17539;17539;
2024;30B;29;57601;57800;14560;14300;11527;14255;17637;17637;
2024;30B;29;57801;58000;14658;14394;11628;14345;17735;17735;
2024;30B;29;58001;58200;14756;14485;11725;14436;17833;17833;
2024;30B;29;58201;58400;14854;14583;11829;14527;17931;17931;
2024;30B;29;58401;58600;14952;14681;11933;14618;18029;18029;
2024;30B;29;58601;58800;15050;14779;12037;14709;18127;18127;
2024;30B;29;58801;59000;15148;14877;12141;14800;18225;18225;
2024;30B;29;59001;59200;15246;14975;12245;14891;18323;18323;
2024;30B;29;59201;59400;15344;15073;12349;14982;18421;18421;
2024;30B;29;59401;59600;15442;15171;12453;15072;18519;18519;
2024;30B;29;59601;59800;15540;15269;12557;15163;18617;18617;
2024;30B;29;59801;60000;15638;15367;12661;15254;18715;18715;
2024;30B;29;60001;60200;15736;15465;12765;15345;18813;18813;
2024;30B;29;60201;60400;15834;15563;12869;15436;18911;18911;
2024;30B;29;60401;60600;15932;15661;12973;15527;19009;19009;
2024;30B;29;60601;60800;16030;15759;13077;15618;19107;19107;
2024;30B;29;60801;61000;16128;15857;13181;15709;19205;19205;
2024;30B;29;61001;61200;16226;15955;13285;15799;19303;19303;
2024;30B;29;61201;61400;16324;16053;13389;15890;19401;19401;
2024;30B;29;61401;61600;16422;16151;13493;15981;19499;19499;
2024;30B;29;61601;61800;16520;16249;13597;16072;19597;19597;
2024;30B;29;61801;62000;16618;16347;13701;16163;19695;19695;
2024;30B;29;62001;62200;16716;16445;13805;16254;19793;19793;
2024;30B;29;62201;62400;16814;16543;13909;16345;19891;19891;
2024;30B;29;62401;62600;16912;16641;14013;16435;19989;19989;
2024;30B;29;62601;62800;17010;16739;14117;16526;20087;20087;
2024;30B;29;62801;63000;17108;16837;14221;16617;20185;20185;
2024;30B;29;63001;63200;17206;16935;14325;16708;20283;20283;
2024;30B;29;63201;63400;17304;17033;14429;16799;20381;20381;
2024;30B;29;63401;63600;17402;17131;14533;16890;20479;20479;
2024;30B;29;63601;63800;17500;17229;14637;16981;20577;20577;
2024;30B;29;63801;64000;17598;17327;14741;17072;20675;20675;
2024;30B;29;64001;64200;17696;17425;14845;17162;20773;20773;
2024;30B;29;64201;64400;17794;17523;14949;17253;20871;20871;
2024;30B;29;64401;64600;17892;17621;15053;17344;20969;20969;
2024;30B;29;64601;64800;17994;17727;15165;17435;21067;21067;
2024;30B;29;64801;65000;18098;17829;15273;17526;21165;21165;
2024;30B;29;65001;65200;18202;17935;15385;17617;21263;21263;
2024;30B;29;65201;65400;18306;18037;15493;17708;21361;21361;
2024;30B;29;65401;65600;18410;18139;15601;17799;21459;21459;
2024;30B;29;65601;65800;18514;18245;15713;17889;21557;21557;
2024;30B;29;65801;66000;18618;18348;15821;17980;21655;21655;
2024;30B;29;66001;66200;18722;18454;15934;18071;21753;21753;
2024;30B;29;66201;66400;18826;18556;16042;18162;21851;21851;
2024;30B;29;66401;66600;18930;18658;16150;18253;21949;21949;
2024;30B;29;66601;66800;19034;18764;16262;18344;22047;22047;
2024;30B;29;66801;67000;19138;18866;16370;18435;22145;22145;
2024;30B;29;67001;67200;19242;18968;16478;18526;22243;22243;
2024;30B;29;67201;67400;19346;19074;16590;18616;22341;22341;
2024;30B;29;67401;67600;19450;19176;16698;18707;22439;22439;
2024;30B;29;67601;67800;19554;19283;16810;18798;22537;22537;
2024;30B;29;67801;68000;19658;19385;16919;18889;22635;22635;
2024;30B;29;68001;68200;19762;19487;17027;18980;22733;22733;
2024;30B;29;68201;68400;19866;19593;17139;19071;22831;22831;
2024;30B;29;68401;68600;19970;19695;17247;19162;22929;22929;
2024;30B;29;68601;68800;20074;19797;17355;19253;23027;23027;
2024;30B;29;68801;69000;20178;19903;17467;19343;23125;23125;
2024;30B;29;69001;69200;20282;20005;17575;19434;23223;23223;
2024;30B;29;69201;69400;20386;20112;17687;19525;23321;23321;
2024;30B;29;69401;69600;20490;20214;17795;19616;23419;23419;
2024;30B;29;69601;69800;20594;20316;17904;19707;23517;23517;
2024;30B;29;69801;70000;20698;20422;18016;19798;23615;23615;
2024;30B;29;70001;70200;20802;20524;18124;19889;23713;23713;
2024;30B;29;70201;70400;20906;20626;18232;19980;23811;23811;
